"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.847623201E2,-8.832080364E-1,-2.544659376E0,-3.626277447E0
1.847673201E2,-8.566589355E-1,-2.212131262E0,-4.540644646E0
1.847723201E2,-7.969897985E-1,-1.919923306E0,-5.197395325E0
1.847773201E2,-7.069084644E-1,-1.681633472E0,-5.587739468E0
1.847823201E2,-5.874261856E-1,-1.520969152E0,-5.757956028E0
1.847873201E2,-4.655753374E-1,-1.421155453E0,-5.695905685E0
1.847923201E2,-2.885013819E-1,-1.359077930E0,-5.370265007E0
1.847973201E2,-6.006658077E-2,-1.313829899E0,-4.883586407E0
1.848023201E2,8.622825146E-2,-1.261968851E0,-4.344940186E0
1.848073201E2,1.840094328E-1,-1.226350069E0,-3.811562061E0
1.848123201E2,2.791302204E-1,-1.264115810E0,-3.317973137E0
1.848173201E2,3.402544260E-1,-1.344910383E0,-2.858485699E0
1.848223201E2,3.785289526E-1,-1.457377672E0,-2.435994625E0
1.848273201E2,4.005510807E-1,-1.577314615E0,-2.042652130E0
1.848323201E2,4.417887926E-1,-1.672083855E0,-1.672491550E0
1.848373201E2,4.229183197E-1,-1.746404409E0,-1.299176216E0
1.848423201E2,3.480452299E-1,-1.821067095E0,-9.005274773E-1
1.848473201E2,3.005160093E-1,-1.911258459E0,-5.134706497E-1
1.848523201E2,3.065369129E-1,-2.047611475E0,-2.154121399E-1
1.848573201E2,2.511157990E-1,-2.180630922E0,-1.158905029E-1
1.848623201E2,6.410682201E-2,-2.283310890E0,-6.391525269E-2
1.848673201E2,-6.810927391E-2,-2.363939285E0,1.969623566E-2
1.848723201E2,-1.359477043E-1,-2.486764431E0,-4.833602905E-2
1.848773201E2,-2.420393229E-1,-2.534469366E0,-3.434896469E-1
1.848823201E2,-4.032378197E-1,-2.518191814E0,-8.360276222E-1
1.848873201E2,-5.246188641E-1,-2.461751938E0,-1.438585281E0
1.848923201E2,-5.553401709E-1,-2.404716730E0,-2.025260925E0
1.848973201E2,-5.264815092E-1,-2.341863632E0,-2.541358948E0
1.849023201E2,-4.855338335E-1,-2.283092499E0,-2.965171337E0
1.849073201E2,-4.438912868E-1,-2.213136673E0,-3.385758400E0
1.849123201E2,-4.070798159E-1,-2.136032820E0,-3.771629810E0
1.849173201E2,-3.586801291E-1,-2.065310478E0,-4.104954243E0
1.849223201E2,-2.948909998E-1,-2.004955530E0,-4.367017269E0
1.849273201E2,-2.385752201E-1,-1.933268309E0,-4.553432941E0
1.849323201E2,-1.658825874E-1,-1.862371683E0,-4.676159859E0
1.849373201E2,-9.559273720E-2,-1.814035654E0,-4.783910751E0
1.849423201E2,-2.542364597E-2,-1.755725861E0,-4.886046410E0
1.849473201E2,3.929626942E-2,-1.687901974E0,-4.949458122E0
1.849523201E2,1.062264442E-1,-1.602870226E0,-4.980958939E0
1.849573201E2,1.921514273E-1,-1.502024651E0,-4.941612720E0
1.849623201E2,3.223071098E-1,-1.373487949E0,-4.861919403E0
1.849673201E2,4.441893697E-1,-1.212306976E0,-4.792743683E0
1.849723201E2,5.402541757E-1,-1.030309200E0,-4.697899818E0
1.849773201E2,6.372488141E-1,-8.491446972E-1,-4.599701405E0
1.849823201E2,7.366476655E-1,-6.649522781E-1,-4.528689384E0
1.849873201E2,8.243693113E-1,-4.433915615E-1,-4.414954185E0
1.849923201E2,9.063116312E-1,-1.897625923E-1,-4.341536999E0
1.849973201E2,1.021722913E0,7.309770584E-2,-4.296629906E0
1.850023201E2,1.170386195E0,3.448386192E-1,-4.295042515E0
1.850073201E2,1.294810057E0,6.289930344E-1,-4.290101528E0
1.850123201E2,1.389175534E0,8.917007446E-1,-4.179896832E0
1.850173201E2,1.414100885E0,1.169229984E0,-3.863331318E0
1.850223201E2,1.233329654E0,1.518366814E0,-3.369938850E0
1.850273201E2,9.920552969E-1,1.872534752E0,-2.499559402E0
1.850323201E2,8.224276900E-1,2.131215096E0,-1.277667999E0
1.850373201E2,6.249778271E-1,2.305475712E0,1.634359360E-1
1.850423201E2,2.884171009E-1,2.421077251E0,1.723506927E0
1.850473201E2,-1.561654210E-1,2.486610413E0,3.330643654E0
1.850523201E2,-5.899901986E-1,2.443935394E0,4.748711586E0
1.850573201E2,-9.451243281E-1,2.253957748E0,5.913097382E0
1.850623201E2,-1.107679605E0,2.036986351E0,7.059938431E0
1.850673201E2,-8.853897452E-1,1.731517792E0,7.997311592E0
1.850723201E2,-9.012821317E-1,1.426828384E0,8.586421967E0
1.850773201E2,-1.058702946E0,1.351228714E0,8.876208305E0
1.850823201E2,-1.078336000E0,1.351080894E0,8.780120850E0
1.850873201E2,-9.075369835E-1,1.385152817E0,8.113184929E0
1.850923201E2,-7.864326239E-1,1.549093246E0,7.032254219E0
1.850973201E2,-7.681009173E-1,1.847587585E0,5.822443008E0
1.851023201E2,-5.739229918E-1,2.046610832E0,4.696363449E0
1.851073201E2,-2.217845917E-1,2.164589882E0,3.734458923E0
1.851123201E2,6.158286333E-2,2.283843040E0,2.785017014E0
1.851173201E2,2.203184962E-1,2.455917835E0,1.852954865E0
1.851223201E2,3.393006921E-1,2.681849480E0,1.026267052E0
1.851273201E2,4.421301484E-1,2.892101765E0,4.629087448E-1
1.851323201E2,5.953364968E-1,3.040637970E0,1.589536667E-1
1.851373201E2,8.864210844E-1,3.073213100E0,8.957862854E-2
1.851423201E2,1.194631815E0,2.991893291E0,2.705011368E-1
1.851473201E2,1.350077391E0,2.831171989E0,6.634798050E-1
1.851523201E2,1.435642481E0,2.655684948E0,1.175512314E0
1.851573201E2,1.586275816E0,2.395003796E0,1.587919235E0
1.851623201E2,1.694328547E0,2.107762814E0,1.810649872E0
1.851673201E2,1.736696482E0,1.894036770E0,1.894131660E0
1.851723201E2,1.801214576E0,1.742996693E0,1.878343582E0
1.851773201E2,1.898371458E0,1.661414146E0,1.788881302E0
1.851823201E2,1.962497234E0,1.665062904E0,1.826471329E0
1.851873201E2,2.061566591E0,1.703427315E0,2.080339432E0
1.851923201E2,2.212916851E0,1.628430367E0,2.485893250E0
1.851973201E2,2.559010267E0,1.462915421E0,3.035053253E0
1.852023201E2,2.822453499E0,1.129479885E0,3.422616959E0
1.852073201E2,2.514747143E0,8.476796150E-1,3.809471130E0
1.852123201E2,2.082216501E0,4.846887589E-1,4.087784767E0
1.852173201E2,1.620854139E0,2.938079834E-2,4.307987213E0
1.852223201E2,1.174168587E0,-4.257652760E-1,4.540970802E0
1.852273201E2,7.959633470E-1,-8.682370186E-1,4.718524933E0
1.852323201E2,3.581425548E-1,-1.260482550E0,4.662096024E0
1.852373201E2,-4.074150324E-2,-1.672686338E0,4.577107430E0
1.852423201E2,-3.576651216E-1,-2.044726610E0,4.471427917E0
1.852473201E2,-6.314892769E-1,-2.411782980E0,4.278978348E0
1.852523201E2,-8.266903162E-1,-2.737557888E0,3.951479912E0
1.852573201E2,-1.028402209E0,-2.973610640E0,3.429007530E0
1.852623201E2,-1.233843684E0,-3.080899715E0,2.736146927E0
1.852673201E2,-1.404966831E0,-3.057722092E0,1.920471191E0
1.852723201E2,-1.464319348E0,-3.011943340E0,1.052852631E0
1.852773201E2,-1.364131451E0,-2.955739498E0,1.088142395E-1
1.852823201E2,-1.175337553E0,-2.891760588E0,-8.066525459E-1
1.852873201E2,-8.736177087E-1,-2.788679123E0,-1.711112499E0
1.852923201E2,-6.106153727E-1,-2.576333761E0,-2.551895142E0
1.852973201E2,-3.759170771E-1,-2.229865074E0,-3.282207489E0
1.853023201E2,-9.471964836E-2,-1.875314236E0,-3.892309189E0
1.853073201E2,2.419649363E-1,-1.551891565E0,-4.356787205E0
1.853123201E2,5.646029711E-1,-1.280873775E0,-4.658452511E0
1.853173201E2,7.916172743E-1,-1.085470676E0,-4.733902931E0
1.853223201E2,1.001359701E0,-9.963526726E-1,-4.604348183E0
1.853273201E2,1.147574902E0,-1.022970438E0,-4.273527622E0
1.853323201E2,1.190249681E0,-1.106904984E0,-3.780263424E0
1.853373201E2,1.118295908E0,-1.219389915E0,-3.233238220E0
1.853423201E2,9.816599488E-1,-1.319795847E0,-2.686557293E0
1.853473201E2,8.039222956E-1,-1.365904808E0,-2.110854626E0
1.853523201E2,5.715439320E-1,-1.411380529E0,-1.511691093E0
1.853573201E2,3.614499569E-1,-1.462780952E0,-8.795528412E-1
1.853623201E2,1.717750728E-1,-1.452006340E0,-2.044696808E-1
1.853673201E2,-1.570302248E-2,-1.421458244E0,3.395776749E-1
1.853723201E2,4.619705677E-2,-1.370002508E0,8.817071915E-1
1.853773201E2,2.345496416E-2,-1.355009317E0,1.244837761E0
1.853823201E2,1.943111420E-5,-1.261717796E0,1.502894402E0
1.853873201E2,5.758857727E-2,-1.226598263E0,1.523895264E0
1.853923201E2,1.515411735E-1,-1.218071938E0,1.243781090E0
1.853973201E2,1.226572394E-1,-1.165989876E0,5.598878860E-1
1.854023201E2,3.702402115E-3,-1.089825869E0,-3.563709259E-1
1.854073201E2,-1.132011414E-3,-1.041151762E0,-1.270645618E0
1.854123201E2,1.148687601E-1,-1.027993441E0,-2.090984344E0
1.854173201E2,2.042979002E-1,-9.972796440E-1,-2.867799282E0
1.854223201E2,2.716692090E-1,-9.296829700E-1,-3.516714573E0
1.854273201E2,3.305049837E-1,-8.560588360E-1,-4.155777454E0
1.854323201E2,3.157030940E-1,-7.822275162E-1,-4.818212986E0
1.854373201E2,2.387812138E-1,-6.675794125E-1,-5.389922142E0
1.854423201E2,2.119392157E-1,-5.629875660E-1,-5.831454277E0
1.854473201E2,2.359033823E-1,-4.743385315E-1,-6.118829727E0
1.854523201E2,2.644559741E-1,-4.050958157E-1,-6.267198563E0
1.854573201E2,2.766525745E-1,-3.636243343E-1,-6.244399071E0
1.854623201E2,2.908912301E-1,-3.343281746E-1,-6.048295498E0
1.854673201E2,3.510173559E-1,-3.655345440E-1,-5.679285049E0
1.854723201E2,3.963178694E-1,-4.203114510E-1,-5.208152771E0
1.854773201E2,3.808556497E-1,-4.570279121E-1,-4.710621357E0
1.854823201E2,3.660169244E-1,-4.550342560E-1,-4.234370232E0
1.854873201E2,3.980104923E-1,-4.428284168E-1,-3.780210495E0
1.854923201E2,4.538978934E-1,-4.219868183E-1,-3.394115925E0
1.854973201E2,4.779919088E-1,-3.853046894E-1,-3.068205833E0
1.855023201E2,4.718814194E-1,-3.295459747E-1,-2.789980412E0
1.855073201E2,4.830186367E-1,-2.729194164E-1,-2.579550743E0
1.855123201E2,4.552990496E-1,-1.770293713E-1,-2.411394596E0
1.855173201E2,4.484179914E-1,-7.320165634E-3,-2.209784985E0
1.855223201E2,5.239218473E-1,2.351896763E-1,-1.966586113E0
1.855273201E2,6.209012270E-1,5.564177036E-1,-1.697790146E0
1.855323201E2,6.909224391E-1,9.589285851E-1,-1.359648705E0
1.855373201E2,7.592370510E-1,1.383399248E0,-9.924225807E-1
1.855423201E2,8.049262762E-1,1.784398794E0,-5.851068497E-1
1.855473201E2,7.772311568E-1,2.139415979E0,-8.198356628E-2
1.855523201E2,6.753408909E-1,2.414027929E0,4.959945679E-1
1.855573201E2,5.474550724E-1,2.598022223E0,1.137849808E0
1.855623201E2,3.727066219E-1,2.762308836E0,1.833522797E0
1.855673201E2,1.456987858E-1,2.860304356E0,2.614801407E0
1.855723201E2,-1.094112396E-1,2.885245562E0,3.378311157E0
1.855773201E2,-3.417273164E-1,2.862221479E0,4.069966316E0
1.855823201E2,-5.673092008E-1,2.740472794E0,4.426089287E0
1.855873201E2,-7.774401307E-1,2.648778915E0,4.845967293E0
1.855923201E2,-7.807284594E-1,2.505162716E0,5.270759583E0
1.855973201E2,-7.383350730E-1,2.362940788E0,5.587789536E0
1.856023201E2,-8.594477177E-1,2.346314430E0,5.676022530E0
1.856073201E2,-9.723146558E-1,2.371829987E0,5.465074539E0
1.856123201E2,-9.125019908E-1,2.348100185E0,5.007026672E0
1.856173201E2,-7.631694078E-1,2.348021030E0,4.456951141E0
1.856223201E2,-6.754123569E-1,2.362538338E0,3.878604889E0
1.856273201E2,-6.526568532E-1,2.373905659E0,3.322912216E0
1.856323201E2,-6.682608128E-1,2.361896038E0,2.812290192E0
1.856373201E2,-6.533308029E-1,2.366024017E0,2.389872551E0
1.856423201E2,-6.374905109E-1,2.413374424E0,2.061793327E0
1.856473201E2,-6.066431999E-1,2.471665859E0,1.818523407E0
1.856523201E2,-5.182756186E-1,2.541940212E0,1.583737373E0
1.856573201E2,-3.154476881E-1,2.643915176E0,1.298581123E0
1.856623201E2,-1.414048672E-2,2.762849331E0,9.523305893E-1
1.856673201E2,3.753352165E-1,2.932379246E0,6.333312988E-1
1.856723201E2,7.752861977E-1,3.176936150E0,2.826061249E-1
1.856773201E2,1.081565499E0,3.371195793E0,-1.976966858E-3
1.856823201E2,1.288545132E0,3.462335110E0,-1.834802628E-1
1.856873201E2,1.357981563E0,3.396723270E0,-1.503334045E-1
1.856923201E2,1.273702025E0,3.161645412E0,4.070663452E-2
1.856973201E2,1.007843971E0,2.719117165E0,5.102596283E-1
1.857023201E2,4.783636332E-1,2.143324852E0,1.440496445E0
1.857073201E2,-1.559019089E-1,1.477471352E0,2.773208618E0
1.857123201E2,-7.321109772E-1,7.037510872E-1,4.234811783E0
1.857173201E2,-1.288702011E0,-3.147220612E-2,5.542942047E0
1.857223201E2,-1.929844141E0,-6.340909004E-1,6.550601959E0
1.857273201E2,-2.439283609E0,-1.161521912E0,7.383359909E0
1.857323201E2,-2.601464272E0,-1.728905678E0,8.001653671E0
1.857373201E2,-2.527417898E0,-2.244539022E0,8.333008766E0
1.857423201E2,-2.718283653E0,-2.645566463E0,8.356197357E0
1.857473201E2,-2.989183903E0,-2.922777653E0,8.060349464E0
1.857523201E2,-3.081283331E0,-3.235850096E0,7.433862686E0
1.857573201E2,-3.023565292E0,-3.526309967E0,6.468032837E0
1.857623201E2,-2.911034107E0,-3.648619175E0,5.325076103E0
1.857673201E2,-2.671379566E0,-3.693128824E0,4.143603325E0
1.857723201E2,-2.354229450E0,-3.679855824E0,2.976103783E0
1.857773201E2,-2.015006781E0,-3.595185518E0,1.896212578E0
1.857823201E2,-1.712569237E0,-3.453681946E0,7.612028122E-1
1.857873201E2,-1.496243119E0,-3.306688309E0,-4.288225174E-1
1.857923201E2,-1.313442588E0,-3.108213902E0,-1.583283901E0
1.857973201E2,-1.211350679E0,-2.882229805E0,-2.604656696E0
1.858023201E2,-1.182172775E0,-2.633385181E0,-3.454760551E0
1.858073201E2,-1.164949536E0,-2.380043030E0,-4.102748394E0
1.858123201E2,-1.053728104E0,-2.148537636E0,-4.551221371E0
1.858173201E2,-7.857990265E-1,-1.975500822E0,-4.788678646E0
1.858223201E2,-4.490363598E-1,-1.853255510E0,-4.912566185E0
1.858273201E2,-1.983231306E-1,-1.702029467E0,-4.954335213E0
1.858323201E2,-1.752960682E-2,-1.543169975E0,-4.955759525E0
1.858373201E2,1.266105175E-1,-1.416574478E0,-4.902070045E0
1.858423201E2,2.541704178E-1,-1.314131260E0,-4.717174530E0
1.858473201E2,4.058638811E-1,-1.240067720E0,-4.410462379E0
1.858523201E2,5.680546761E-1,-1.174371481E0,-4.047174454E0
1.858573201E2,7.468540072E-1,-1.109705687E0,-3.659857750E0
1.858623201E2,9.172487259E-1,-1.048732519E0,-3.271460056E0
1.858673201E2,1.021261215E0,-9.867234230E-1,-2.934747219E0
1.858723201E2,1.085494518E0,-9.300594330E-1,-2.701161385E0
1.858773201E2,1.082416058E0,-8.784873486E-1,-2.489562035E0
1.858823201E2,1.071171761E0,-8.610200882E-1,-2.249958515E0
1.858873201E2,1.041108727E0,-9.024043083E-1,-1.985612392E0
1.858923201E2,9.823777676E-1,-9.658443928E-1,-1.724302769E0
1.858973201E2,9.031218290E-1,-1.053181648E0,-1.434116364E0
1.859023201E2,8.154738545E-1,-1.161709309E0,-1.148572922E0
1.859073201E2,7.162571549E-1,-1.274023533E0,-9.106583595E-1
1.859123201E2,5.876325965E-1,-1.399342775E0,-7.565903664E-1
1.859173201E2,4.395267963E-1,-1.530369997E0,-7.203044891E-1
1.859223201E2,2.835704088E-1,-1.638309002E0,-7.762603760E-1
1.859273201E2,1.707554460E-1,-1.733247519E0,-9.625945091E-1
1.859323201E2,9.868609905E-2,-1.793565989E0,-1.237294197E0
1.859373201E2,4.430657625E-2,-1.817415476E0,-1.595660686E0
1.859423201E2,-1.464557648E-2,-1.816339731E0,-2.006542206E0
1.859473201E2,-6.185805798E-2,-1.781581640E0,-2.368854046E0
1.859523201E2,-3.352928162E-2,-1.724413633E0,-2.676940441E0
1.859573201E2,2.917051315E-4,-1.651480198E0,-2.978703976E0
1.859623201E2,3.587889671E-2,-1.527256727E0,-3.277625561E0
1.859673201E2,4.592585564E-2,-1.388907433E0,-3.580506802E0
1.859723201E2,6.213486195E-2,-1.242117405E0,-3.838934898E0
1.859773201E2,1.272376776E-1,-1.102594137E0,-4.074796200E0
1.859823201E2,1.865497231E-1,-9.702959061E-1,-4.270298958E0
1.859873201E2,1.908809543E-1,-8.315434456E-1,-4.438485146E0
1.859923201E2,1.682472229E-1,-7.001345158E-1,-4.497624397E0
1.859973201E2,1.969004273E-1,-6.101815701E-1,-4.460440159E0
1.860023201E2,1.351985931E-1,-5.117459297E-1,-4.362765789E0
1.860073201E2,-9.731185436E-2,-3.321096897E-1,-4.168900013E0
1.860123201E2,-1.675728559E-1,-2.003340721E-1,-3.801202297E0
1.860173201E2,-7.160186768E-2,-1.737418175E-1,-3.243614674E0
1.860223201E2,-6.430435181E-2,-1.448721886E-1,-2.649103642E0
1.860273201E2,-1.661500931E-1,-3.706264496E-2,-2.085341930E0
1.860323201E2,-1.689198017E-1,7.584524155E-2,-1.635461807E0
1.860373201E2,-4.373860359E-2,2.077383995E-1,-1.286836147E0
1.860423201E2,8.314776421E-2,4.223036766E-1,-1.003576279E0
1.860473201E2,1.888137460E-1,6.516871452E-1,-7.251043320E-1
1.860523201E2,2.891395688E-1,8.873548508E-1,-3.606987000E-1
1.860573201E2,3.843271136E-1,1.114370346E0,1.060543060E-1
1.860623201E2,4.915561378E-1,1.299280643E0,6.468610764E-1
1.860673201E2,5.854067802E-1,1.458292484E0,1.104466438E0
1.860723201E2,6.919758320E-1,1.622292519E0,1.371406555E0
1.860773201E2,8.056610823E-1,1.804483891E0,1.444924355E0
1.860823201E2,8.421633840E-1,1.982266426E0,1.386900902E0
1.860873201E2,8.230414391E-1,2.144923687E0,1.283751488E0
1.860923201E2,8.147600293E-1,2.260822296E0,1.176974297E0
1.860973201E2,8.593741059E-1,2.288398266E0,1.037679672E0
1.861023201E2,8.207592964E-1,2.300591946E0,8.924627304E-1
1.861073201E2,6.915605068E-1,2.356295109E0,7.731990814E-1
1.861123201E2,6.362476349E-1,2.467863083E0,7.575836182E-1
1.861173201E2,6.687333584E-1,2.555916786E0,8.862838745E-1
1.861223201E2,7.565864921E-1,2.642780304E0,1.211920738E0
1.861273201E2,8.164707422E-1,2.703852177E0,1.697880745E0
1.861323201E2,8.223799467E-1,2.681864262E0,2.249145508E0
1.861373201E2,7.456619143E-1,2.537564278E0,2.764050484E0
1.861423201E2,5.922108889E-1,2.326959610E0,3.189320564E0
1.861473201E2,3.799657822E-1,2.103768349E0,3.578231812E0
1.861523201E2,1.233940721E-1,1.905875683E0,3.951727867E0
1.861573201E2,-1.277003884E-1,1.794447422E0,4.359794617E0
1.861623201E2,-3.478711843E-1,1.752832890E0,4.784627914E0
1.861673201E2,-4.824590683E-1,1.723072529E0,5.150113106E0
1.861723201E2,-5.436307192E-1,1.683999538E0,5.358910561E0
1.861773201E2,-6.115465164E-1,1.743732929E0,5.411675453E0
1.861823201E2,-5.656751394E-1,1.757091522E0,5.235745430E0
1.861873201E2,-4.287439585E-1,1.772727966E0,4.944643974E0
1.861923201E2,-1.864790320E-1,1.823969841E0,4.630094528E0
1.861973201E2,1.792832017E-1,1.929638386E0,4.312336922E0
1.862023201E2,6.125289202E-1,2.102417469E0,3.977825165E0
1.862073201E2,1.159239769E0,2.236023903E0,3.544300079E0
1.862123201E2,1.620565891E0,2.336090565E0,2.925715446E0
1.862173201E2,2.082535505E0,2.474981785E0,2.083683968E0
1.862223201E2,2.433767319E0,2.352410316E0,1.152921677E0
1.862273201E2,2.436720371E0,2.289748669E0,3.118791580E-1
1.862323201E2,2.130664825E0,2.197895527E0,-2.413272858E-1
1.862373201E2,1.838547945E0,1.908754349E0,-6.052370071E-1
1.862423201E2,1.362408876E0,1.499155045E0,-6.317024231E-1
1.862473201E2,8.647698164E-1,9.506335258E-1,-1.768445969E-1
1.862523201E2,6.044080853E-1,1.809782982E-1,7.530326843E-1
1.862573201E2,3.281432390E-1,-6.773619652E-1,1.889028549E0
1.862623201E2,-1.776968241E-1,-1.387339830E0,3.147687912E0
1.862673201E2,-8.101008534E-1,-1.989308834E0,4.214197159E0
1.862723201E2,-1.454273224E0,-2.486131191E0,4.993203163E0
1.862773201E2,-1.882631063E0,-2.881624699E0,5.626720428E0
1.862823201E2,-2.143101215E0,-3.272212029E0,5.959806442E0
1.862873201E2,-2.149696350E0,-3.482350349E0,6.197715759E0
1.862923201E2,-2.037732601E0,-3.603303432E0,6.261502266E0
1.862973201E2,-1.821020603E0,-3.781894922E0,6.035767555E0
1.863023201E2,-1.715348125E0,-3.815734625E0,5.439482689E0
1.863073201E2,-1.732787371E0,-3.687532425E0,4.403086662E0
1.863123201E2,-1.604956508E0,-3.566014290E0,3.017798424E0
1.863173201E2,-1.185230851E0,-3.418738842E0,1.680311203E0
1.863223201E2,-6.659461856E-1,-3.199363232E0,4.908885956E-1
1.863273201E2,-1.997823715E-1,-2.890408516E0,-5.321054459E-1
1.863323201E2,2.136577368E-1,-2.517823219E0,-1.358582497E0
1.863373201E2,5.532132983E-1,-2.155337095E0,-2.167338371E0
1.863423201E2,7.478296161E-1,-1.836586475E0,-2.984568119E0
1.863473201E2,9.457733035E-1,-1.549609184E0,-3.709860325E0
1.863523201E2,1.230729342E0,-1.321961641E0,-4.279275417E0
1.863573201E2,1.503202677E0,-1.112428188E0,-4.666531563E0
1.863623201E2,1.680724859E0,-8.565516472E-1,-4.880862236E0
1.863673201E2,1.785268307E0,-6.352372169E-1,-4.874159813E0
1.863723201E2,1.964003682E0,-5.064706802E-1,-4.617620945E0
1.863773201E2,2.118097305E0,-4.611074924E-1,-4.172530651E0
1.863823201E2,2.129409313E0,-4.388568401E-1,-3.653367996E0
1.863873201E2,1.986825466E0,-4.046318531E-1,-3.162282944E0
1.863923201E2,1.815628529E0,-4.200136662E-1,-2.694687366E0
1.863973201E2,1.642107725E0,-5.284001827E-1,-2.381725311E0
1.864023201E2,1.412169695E0,-6.820681095E-1,-2.170651436E0
1.864073201E2,1.113097668E0,-8.267126083E-1,-2.018930435E0
1.864123201E2,8.145786524E-1,-9.621865749E-1,-1.882644653E0
1.864173201E2,5.893523693E-1,-1.089134216E0,-1.749455452E0
1.864223201E2,4.208121896E-1,-1.146428347E0,-1.704830170E0
1.864273201E2,2.319088578E-1,-1.159330606E0,-1.789167404E0
1.864323201E2,1.655436754E-1,-1.162201166E0,-1.859779358E0
1.864373201E2,1.961071491E-1,-1.136917830E0,-1.881214142E0
1.864423201E2,2.227171957E-1,-1.116150379E0,-1.947457790E0
1.864473201E2,2.029472589E-1,-1.029780388E0,-2.094752789E0
1.864523201E2,2.017292976E-1,-9.559154510E-1,-2.373358250E0
1.864573201E2,2.370400429E-1,-8.961637020E-1,-2.753126144E0
1.864623201E2,2.542091310E-1,-8.184518814E-1,-3.183218002E0
1.864673201E2,2.797038555E-1,-7.211391926E-1,-3.612899780E0
1.864723201E2,3.341075480E-1,-6.477143764E-1,-4.024513721E0
1.864773201E2,3.055831790E-1,-5.858666897E-1,-4.408232212E0
1.864823201E2,2.203236222E-1,-5.036368370E-1,-4.724773884E0
1.864873201E2,1.520375013E-1,-4.362516403E-1,-4.922091484E0
1.864923201E2,1.613734961E-1,-3.977708817E-1,-5.008510590E0
1.864973201E2,2.172271013E-1,-3.194239140E-1,-5.005760670E0
1.865023201E2,1.985185146E-1,-2.457194328E-1,-4.905255318E0
1.865073201E2,1.612221599E-1,-2.645814419E-1,-4.907558441E0
1.865123201E2,1.108193398E-1,-2.530303001E-1,-4.844915390E0
1.865173201E2,8.494490385E-2,-2.604138851E-1,-4.719531536E0
1.865223201E2,-7.932901382E-3,-2.545738220E-1,-4.520536423E0
1.865273201E2,-1.267229319E-1,-2.336907387E-1,-4.255401134E0
1.865323201E2,-1.787925959E-1,-2.628462315E-1,-3.909538269E0
1.865373201E2,-1.653374434E-1,-2.432858944E-1,-3.425443649E0
1.865423201E2,-2.586434484E-1,-1.812646389E-1,-2.848807812E0
1.865473201E2,-4.783958793E-1,-9.576296806E-2,-2.209410191E0
1.865523201E2,-5.280543566E-1,-1.414537430E-3,-1.503820896E0
1.865573201E2,-5.481064320E-1,3.953456879E-2,-7.947692871E-1
1.865623201E2,-6.862987876E-1,9.726929665E-2,-1.791543961E-1
1.865673201E2,-9.446913600E-1,2.422986031E-1,3.367614746E-1
1.865723201E2,-1.167964458E0,4.397408962E-1,8.011236191E-1
1.865773201E2,-1.183647037E0,6.559228897E-1,1.275304794E0
1.865823201E2,-1.067165613E0,8.921906948E-1,1.692373276E0
1.865873201E2,-9.811993837E-1,1.160942793E0,1.938989639E0
1.865923201E2,-9.564093351E-1,1.407416821E0,1.941410065E0
1.865973201E2,-9.633066058E-1,1.609284163E0,1.730302811E0
1.866023201E2,-9.439603090E-1,1.751698494E0,1.355738640E0
1.866073201E2,-9.153521061E-1,1.864555836E0,9.694967270E-1
1.866123201E2,-8.518639803E-1,1.942832708E0,5.225925446E-1
1.866173201E2,-6.821888685E-1,1.985597610E0,1.469106674E-1
1.866223201E2,-4.461386204E-1,2.055286407E0,-4.170322418E-2
1.866273201E2,-3.346585035E-1,2.176164865E0,-1.500930786E-1
1.866323201E2,-3.538094759E-1,2.343544722E0,-9.328269958E-2
1.866373201E2,-3.956699371E-1,2.447735548E0,1.763143539E-1
1.866423201E2,-4.265300035E-1,2.460008621E0,7.171754837E-1
1.866473201E2,-5.710130930E-1,2.373676300E0,1.387813568E0
1.866523201E2,-8.365331888E-1,2.234124899E0,2.022521019E0
1.866573201E2,-1.164129972E0,2.042607069E0,2.570723534E0
1.866623201E2,-1.528362036E0,1.863413572E0,3.151617050E0
1.866673201E2,-1.797281146E0,1.693685532E0,3.878413200E0
1.866723201E2,-1.854507446E0,1.468814611E0,4.667743683E0
1.866773201E2,-1.839019299E0,1.343263149E0,5.429049492E0
1.866823201E2,-1.686208725E0,1.292509794E0,6.105181694E0
1.866873201E2,-1.649148822E0,1.194997787E0,6.590712547E0
1.866923201E2,-1.626941800E0,1.176440001E0,6.790505409E0
1.866973201E2,-1.431852460E0,1.077919722E0,6.559829712E0
1.867023201E2,-1.139868140E0,1.090109110E0,5.610016823E0
1.867073201E2,-9.249969721E-1,1.335732460E0,4.359272003E0
1.867123201E2,-5.420632362E-1,1.792147636E0,3.054361343E0
1.867173201E2,-9.405732155E-3,2.300756931E0,1.635148048E0
1.867223201E2,4.292926192E-1,2.814504623E0,2.969274521E-1
1.867273201E2,6.693510413E-1,3.358418941E0,-7.217521667E-1
1.867323201E2,9.544150829E-1,3.760220528E0,-1.395735264E0
1.867373201E2,1.196796179E0,3.942804337E0,-1.675390244E0
1.867423201E2,1.311157942E0,3.985169411E0,-1.543702126E0
1.867473201E2,1.404984117E0,3.872646332E0,-9.748716354E-1
1.867523201E2,1.477841377E0,3.542161942E0,-1.135663986E-1
1.867573201E2,1.295868039E0,3.141067028E0,8.623752594E-1
1.867623201E2,8.944673538E-1,2.675168991E0,1.863848686E0
