"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.465232031E1,8.549472094E-1,2.091023922E-1,-2.884357452E0
4.465732031E1,7.825050354E-1,2.408406734E-1,-2.787681103E0
4.466232031E1,5.982045531E-1,2.746169567E-1,-2.676010609E0
4.466732031E1,3.941856623E-1,3.197758198E-1,-2.533154488E0
4.467232031E1,2.590783834E-1,3.730118275E-1,-2.354464531E0
4.467732031E1,2.123608589E-1,4.273676872E-1,-2.124471188E0
4.468232031E1,2.038737535E-1,5.075876713E-1,-1.859063148E0
4.468732031E1,2.322744131E-1,6.204266548E-1,-1.532876015E0
4.469232031E1,3.073257208E-1,7.528026104E-1,-1.199199200E0
4.469732031E1,3.827986717E-1,8.922474384E-1,-8.718023300E-1
4.470232031E1,4.067137241E-1,1.037418604E0,-5.670261383E-1
4.470732031E1,4.228447080E-1,1.198531151E0,-2.711124420E-1
4.471232031E1,4.390830398E-1,1.363324165E0,-2.691650391E-2
4.471732031E1,4.982941747E-1,1.512703419E0,1.812257767E-1
4.472232031E1,5.510688424E-1,1.648975134E0,4.000215530E-1
4.472732031E1,6.446000338E-1,1.810532570E0,6.482744217E-1
4.473232031E1,6.958279014E-1,2.016685247E0,8.931446075E-1
4.473732031E1,7.613605261E-1,2.145861864E0,1.104401588E0
4.474232031E1,8.285204172E-1,2.208180904E0,1.322629929E0
4.474732031E1,8.699284792E-1,2.338579416E0,1.653002739E0
4.475232031E1,7.824398279E-1,2.453243494E0,1.994517326E0
4.475732031E1,7.082189918E-1,2.488301992E0,2.282888412E0
4.476232031E1,6.839526892E-1,2.438111067E0,2.508597374E0
4.476732031E1,6.267478466E-1,2.376367807E0,2.717423439E0
4.477232031E1,4.512606859E-1,2.389069796E0,2.867079735E0
4.477732031E1,2.768400908E-1,2.320564747E0,2.949529648E0
4.478232031E1,1.865973473E-1,2.231251001E0,3.000288963E0
4.478732031E1,3.882247210E-2,2.162050009E0,3.082926750E0
4.479232031E1,-1.056928635E-1,2.121817827E0,3.203102112E0
4.479732031E1,-1.597673893E-1,2.076507807E0,3.370154381E0
4.480232031E1,-1.043761373E-1,1.992337942E0,3.529845238E0
4.480732031E1,-5.406409502E-2,1.913310528E0,3.714763641E0
4.481232031E1,-5.710768700E-2,1.880345106E0,3.904991150E0
4.481732031E1,-5.850446224E-2,1.845832825E0,3.980351448E0
4.482232031E1,3.414535522E-2,1.773620605E0,3.898578644E0
4.482732031E1,1.479426026E-1,1.702813625E0,3.717052460E0
4.483232031E1,2.078813910E-1,1.657882690E0,3.472591400E0
4.483732031E1,2.468217015E-1,1.656712055E0,3.170403481E0
4.484232031E1,3.659646511E-1,1.673973560E0,2.892571449E0
4.484732031E1,5.647044778E-1,1.710334063E0,2.677283287E0
4.485232031E1,8.248049021E-1,1.771180153E0,2.502977371E0
4.485732031E1,1.083006620E0,1.807337523E0,2.342496872E0
4.486232031E1,1.266594172E0,1.856008530E0,2.201799393E0
4.486732031E1,1.506043315E0,1.924725294E0,2.036640167E0
4.487232031E1,1.629317045E0,1.886069775E0,1.886220932E0
4.487732031E1,1.606507659E0,1.933626652E0,1.876627922E0
4.488232031E1,1.400389194E0,1.965755939E0,2.075739861E0
4.488732031E1,1.807060003E0,1.775186777E0,2.156353951E0
4.489232031E1,2.093838215E0,1.388889790E0,2.309860229E0
4.489732031E1,1.857672930E0,1.150732994E0,2.505428314E0
4.490232031E1,1.479426146E0,8.368077278E-1,2.868663788E0
4.490732031E1,1.336784601E0,2.902419567E-1,3.347774506E0
4.491232031E1,1.140804529E0,-3.981983662E-1,3.862371445E0
4.491732031E1,7.205672264E-1,-1.002043009E0,4.371284485E0
4.492232031E1,2.903207242E-1,-1.560316801E0,4.868102074E0
4.492732031E1,-8.163279295E-2,-2.089330673E0,5.233288765E0
4.493232031E1,-3.819760680E-1,-2.599427223E0,5.447607040E0
4.493732031E1,-6.085759401E-1,-3.071862936E0,5.491206169E0
4.494232031E1,-8.259035945E-1,-3.382581711E0,5.352127075E0
4.494732031E1,-1.062743068E0,-3.548213720E0,5.041750908E0
4.495232031E1,-1.262817144E0,-3.641013622E0,4.529417992E0
4.495732031E1,-1.391923785E0,-3.674177408E0,3.860261917E0
4.496232031E1,-1.468160510E0,-3.626222134E0,3.081933022E0
4.496732031E1,-1.535339594E0,-3.467810869E0,2.198086739E0
4.497232031E1,-1.578739882E0,-3.260444880E0,1.281475067E0
4.497732031E1,-1.594481707E0,-3.012238979E0,3.651552200E-1
4.498232031E1,-1.542043209E0,-2.767712593E0,-5.288286209E-1
4.498732031E1,-1.443859577E0,-2.551426411E0,-1.384306908E0
4.499232031E1,-1.279236674E0,-2.342581987E0,-2.185028553E0
4.499732031E1,-1.114304781E0,-2.093646288E0,-2.846116066E0
4.500232031E1,-9.593834281E-1,-1.849962950E0,-3.410361290E0
4.500732031E1,-7.911438942E-1,-1.596334934E0,-3.826555729E0
4.501232031E1,-6.336510181E-1,-1.342712402E0,-4.041198730E0
4.501732031E1,-4.439676404E-1,-1.114780903E0,-4.113842964E0
4.502232031E1,-1.672174335E-1,-9.417078495E-1,-4.033266544E0
4.502732031E1,7.598322630E-2,-8.475012779E-1,-3.847691536E0
4.503232031E1,2.945933938E-1,-7.690191269E-1,-3.528949738E0
4.503732031E1,4.586723447E-1,-7.141399384E-1,-3.105671406E0
4.504232031E1,5.785964727E-1,-6.745026112E-1,-2.654911041E0
4.504732031E1,6.752142906E-1,-6.878025532E-1,-2.213542938E0
4.505232031E1,7.644731998E-1,-6.776399612E-1,-1.797520161E0
4.505732031E1,8.340909481E-1,-6.688280106E-1,-1.425373554E0
4.506232031E1,8.667888045E-1,-6.685307026E-1,-1.074669361E0
4.506732031E1,8.478305936E-1,-6.590297222E-1,-7.821207047E-1
4.507232031E1,7.740380168E-1,-6.527163982E-1,-5.610132217E-1
4.507732031E1,6.521527767E-1,-6.496343613E-1,-4.020261765E-1
4.508232031E1,4.986039102E-1,-6.746790409E-1,-3.796062469E-1
4.508732031E1,3.441052139E-1,-6.399142742E-1,-3.994350433E-1
4.509232031E1,1.979734898E-1,-5.942716599E-1,-4.442949295E-1
4.509732031E1,1.182985902E-1,-5.494925976E-1,-5.338306427E-1
4.510232031E1,6.511658430E-2,-4.957470894E-1,-7.276973724E-1
4.510732031E1,5.816227198E-2,-4.306259155E-1,-9.533948898E-1
4.511232031E1,5.085426569E-2,-3.573613167E-1,-1.188473225E0
4.511732031E1,1.048076153E-2,-2.831249237E-1,-1.471722603E0
4.512232031E1,-1.559519768E-2,-2.403967381E-1,-1.803157330E0
4.512732031E1,-3.499436378E-2,-2.559223175E-1,-2.194920063E0
4.513232031E1,-9.267377853E-2,-2.559921741E-1,-2.546981812E0
4.513732031E1,-1.798918843E-1,-2.593936920E-1,-2.814732075E0
4.514232031E1,-2.523693442E-1,-2.798392773E-1,-3.029336452E0
4.514732031E1,-2.867846489E-1,-3.253602982E-1,-3.230956078E0
4.515232031E1,-2.750136852E-1,-4.050099850E-1,-3.398026466E0
4.515732031E1,-2.726383805E-1,-5.060083866E-1,-3.508839607E0
4.516232031E1,-2.603538036E-1,-5.993885994E-1,-3.618064880E0
4.516732031E1,-2.807824612E-1,-6.774735451E-1,-3.647617817E0
4.517232031E1,-2.685619593E-1,-7.352409363E-1,-3.633677483E0
4.517732031E1,-2.504062653E-1,-7.676875591E-1,-3.615301609E0
4.518232031E1,-1.966439486E-1,-7.659702301E-1,-3.551058769E0
4.518732031E1,-1.055425406E-1,-7.302229404E-1,-3.426931381E0
4.519232031E1,-1.177144051E-2,-7.119514942E-1,-3.280494690E0
4.519732031E1,2.567994595E-2,-7.040684223E-1,-3.121422768E0
4.520232031E1,5.216085911E-2,-6.991906166E-1,-2.959231853E0
4.520732031E1,3.069043159E-2,-6.639249325E-1,-2.854184628E0
4.521232031E1,-1.389670372E-2,-6.861841679E-1,-2.721866608E0
4.521732031E1,-1.002784967E-1,-6.512115002E-1,-2.686550617E0
4.522232031E1,-2.004019022E-1,-6.185231209E-1,-2.601604462E0
4.522732031E1,-2.288028002E-1,-5.384874344E-1,-2.531803131E0
4.523232031E1,-2.143129110E-1,-4.285454750E-1,-2.461741924E0
4.523732031E1,-1.863707304E-1,-2.979328632E-1,-2.404615402E0
4.524232031E1,-1.297703981E-1,-1.362190247E-1,-2.362559319E0
4.524732031E1,-7.011878490E-2,3.927659988E-2,-2.277625084E0
4.525232031E1,2.596378326E-3,2.157053947E-1,-2.183610439E0
4.525732031E1,8.645868301E-2,3.779141903E-1,-2.065162182E0
4.526232031E1,1.903241277E-1,5.483989716E-1,-1.913900852E0
4.526732031E1,2.579867840E-1,7.424058914E-1,-1.732769012E0
4.527232031E1,3.602793217E-1,8.891019821E-1,-1.532853127E0
4.527732031E1,4.263634086E-1,9.868702888E-1,-1.430059433E0
4.528232031E1,4.106367826E-1,1.109414816E0,-1.331216335E0
4.528732031E1,4.000388980E-1,1.203611135E0,-1.260194302E0
4.529232031E1,4.063944221E-1,1.237741232E0,-1.137264252E0
4.529732031E1,3.602990508E-1,1.324574471E0,-9.496903419E-1
4.530232031E1,2.545801401E-1,1.418125391E0,-7.610864639E-1
4.530732031E1,1.568572521E-1,1.469608545E0,-6.864633560E-1
4.531232031E1,-9.082317352E-3,1.527084112E0,-5.401248932E-1
4.531732031E1,-1.790280342E-1,1.613803864E0,-1.567687988E-1
4.532232031E1,-3.480492830E-1,1.655248165E0,1.534690857E-1
4.532732031E1,-5.484145880E-1,1.751177788E0,6.156539917E-1
4.533232031E1,-6.689859629E-1,1.763418674E0,1.074405670E0
4.533732031E1,-7.615181208E-1,1.730454206E0,1.575967789E0
4.534232031E1,-9.169710875E-1,1.742912531E0,2.110342026E0
4.534732031E1,-1.099375963E0,1.761167765E0,2.711678505E0
4.535232031E1,-1.106071711E0,1.685363770E0,3.264544487E0
4.535732031E1,-1.057608604E0,1.564590931E0,3.743519783E0
4.536232031E1,-1.064616680E0,1.424283981E0,4.123322487E0
4.536732031E1,-1.068296671E0,1.283084869E0,4.417522430E0
4.537232031E1,-1.105946302E0,1.174082518E0,4.669173241E0
4.537732031E1,-1.178263664E0,1.178456306E0,4.939337730E0
4.538232031E1,-1.228191376E0,1.233567238E0,5.145002365E0
4.538732031E1,-1.220066071E0,1.216731071E0,5.170836449E0
4.539232031E1,-1.247249246E0,1.204512835E0,5.046308517E0
4.539732031E1,-1.333398819E0,1.268420696E0,4.814771652E0
4.540232031E1,-1.320470810E0,1.353180408E0,4.401440620E0
4.540732031E1,-1.155443907E0,1.499922752E0,3.810549736E0
4.541232031E1,-9.309779406E-1,1.763056993E0,3.130556107E0
4.541732031E1,-6.942837238E-1,2.101389170E0,2.470991135E0
4.542232031E1,-5.204341412E-1,2.462531328E0,1.932582855E0
4.542732031E1,-3.908280134E-1,2.808486462E0,1.553405762E0
4.543232031E1,-3.378589153E-1,3.075833797E0,1.321501732E0
4.543732031E1,-3.707545996E-1,3.257638693E0,1.335614204E0
4.544232031E1,-3.958370686E-1,3.326710224E0,1.451507568E0
4.544732031E1,-2.737023830E-1,3.318848610E0,1.697565079E0
4.545232031E1,6.280088425E-2,3.245041370E0,2.138992310E0
4.545732031E1,4.798537493E-1,3.127655745E0,2.718608856E0
4.546232031E1,7.408640385E-1,2.994577646E0,3.413946152E0
4.546732031E1,8.021041155E-1,2.766459703E0,4.114520073E0
4.547232031E1,7.911372781E-1,2.388417244E0,4.716564178E0
4.547732031E1,7.117649317E-1,1.844808340E0,5.110490799E0
4.548232031E1,5.811880827E-1,1.149666071E0,5.249253273E0
4.548732031E1,3.645160198E-1,4.008769989E-1,5.121330261E0
4.549232031E1,2.672410011E-2,-2.458252907E-1,4.742863655E0
4.549732031E1,-3.774784803E-1,-7.292335033E-1,4.244359016E0
4.550232031E1,-6.926027536E-1,-1.075194836E0,3.646789551E0
4.550732031E1,-8.504863977E-1,-1.386493921E0,2.926969528E0
4.551232031E1,-8.939225674E-1,-1.666818142E0,2.173005104E0
4.551732031E1,-9.074766636E-1,-1.894984961E0,1.434049606E0
4.552232031E1,-9.914774895E-1,-2.071724415E0,7.279834747E-1
4.552732031E1,-1.062869787E0,-2.179319859E0,8.413028717E-2
4.553232031E1,-1.135714531E0,-2.246351719E0,-4.635829926E-1
4.553732031E1,-1.211481810E0,-2.276872158E0,-9.589700699E-1
4.554232031E1,-1.287131071E0,-2.272744656E0,-1.447803020E0
4.554732031E1,-1.425429821E0,-2.233704090E0,-1.855825901E0
4.555232031E1,-1.572793484E0,-2.166102886E0,-2.165384769E0
4.555732031E1,-1.714935303E0,-2.073286533E0,-2.417393684E0
4.556232031E1,-1.821481347E0,-1.964527130E0,-2.614995956E0
4.556732031E1,-1.864839435E0,-1.840595722E0,-2.715910435E0
4.557232031E1,-1.809486747E0,-1.727956057E0,-2.783443928E0
4.557732031E1,-1.695521712E0,-1.597229719E0,-2.806892395E0
4.558232031E1,-1.542248368E0,-1.494102001E0,-2.801748753E0
4.558732031E1,-1.369694233E0,-1.430713415E0,-2.774667740E0
4.559232031E1,-1.220173597E0,-1.343676090E0,-2.688671589E0
4.559732031E1,-1.107108831E0,-1.254058599E0,-2.541144848E0
4.560232031E1,-9.649580717E-1,-1.181767941E0,-2.379080772E0
4.560732031E1,-7.854952812E-1,-1.168257952E0,-2.212484837E0
4.561232031E1,-6.095793247E-1,-1.183536768E0,-2.009907246E0
4.561732031E1,-4.977983236E-1,-1.202085733E0,-1.750138760E0
4.562232031E1,-4.238673449E-1,-1.267820120E0,-1.449192524E0
4.562732031E1,-3.869023323E-1,-1.340197325E0,-1.101957798E0
4.563232031E1,-3.603237867E-1,-1.409973860E0,-7.350482941E-1
4.563732031E1,-3.289095163E-1,-1.501358986E0,-4.191150665E-1
4.564232031E1,-2.731647491E-1,-1.618935108E0,-1.356182098E-1
4.564732031E1,-2.694712877E-1,-1.725383282E0,1.136236191E-1
4.565232031E1,-3.462562561E-1,-1.818484306E0,2.802534103E-1
4.565732031E1,-4.301896095E-1,-1.897820711E0,3.131933212E-1
4.566232031E1,-4.720672369E-1,-1.976451516E0,2.660388947E-1
4.566732031E1,-5.325416327E-1,-2.070693016E0,1.157875061E-1
4.567232031E1,-6.076149940E-1,-2.117769718E0,-1.034355164E-1
4.567732031E1,-6.820164919E-1,-2.134382725E0,-3.934774399E-1
4.568232031E1,-6.991447210E-1,-2.143032551E0,-7.030572891E-1
4.568732031E1,-7.149133682E-1,-2.121613026E0,-1.046317101E0
4.569232031E1,-6.998953819E-1,-2.056801796E0,-1.369548798E0
4.569732031E1,-6.266918182E-1,-1.998225570E0,-1.718139172E0
4.570232031E1,-5.592175722E-1,-1.910428643E0,-2.061086655E0
4.570732031E1,-4.587523937E-1,-1.792258263E0,-2.342522621E0
4.571232031E1,-3.471604586E-1,-1.701848745E0,-2.584744930E0
4.571732031E1,-2.591933012E-1,-1.590990305E0,-2.808780193E0
4.572232031E1,-1.674062014E-1,-1.477339506E0,-3.021616459E0
4.572732031E1,-4.636263847E-2,-1.378837824E0,-3.214281082E0
4.573232031E1,1.143178940E-1,-1.285059214E0,-3.372899055E0
4.573732031E1,2.459775209E-1,-1.183654785E0,-3.513800144E0
4.574232031E1,2.832933664E-1,-1.075032949E0,-3.606333733E0
4.574732031E1,3.133491278E-1,-1.013310194E0,-3.695883274E0
4.575232031E1,3.559812307E-1,-9.644975662E-1,-3.753576756E0
4.575732031E1,3.836842775E-1,-8.935334682E-1,-3.741056919E0
4.576232031E1,4.063341022E-1,-7.960522175E-1,-3.737085342E0
4.576732031E1,4.498726130E-1,-6.915693283E-1,-3.728620052E0
4.577232031E1,4.726433754E-1,-6.063394547E-1,-3.755782604E0
4.577732031E1,5.095980763E-1,-5.118179321E-1,-3.787411213E0
4.578232031E1,4.855668545E-1,-3.707170486E-1,-3.799599648E0
4.578732031E1,4.125161171E-1,-1.825394630E-1,-3.738256454E0
4.579232031E1,4.003181458E-1,-2.573490143E-2,-3.691744804E0
4.579732031E1,4.491795897E-1,9.893894196E-2,-3.641373634E0
4.580232031E1,4.766523838E-1,2.471106052E-1,-3.539426804E0
4.580732031E1,4.794833660E-1,4.263918400E-1,-3.353295326E0
4.581232031E1,4.646506906E-1,6.090776920E-1,-3.068426132E0
4.581732031E1,4.431775212E-1,7.688405514E-1,-2.719254971E0
4.582232031E1,4.664945602E-1,9.004387856E-1,-2.307052135E0
4.582732031E1,5.076033473E-1,9.708058834E-1,-1.908958912E0
4.583232031E1,5.210785270E-1,9.828577042E-1,-1.475430489E0
4.583732031E1,5.002921820E-1,1.001513481E0,-9.865074158E-1
4.584232031E1,4.052912593E-1,1.053133726E0,-4.815769196E-1
4.584732031E1,3.183829188E-1,1.082571507E0,-4.230213165E-2
4.585232031E1,3.991124630E-1,1.046423435E0,3.303213120E-1
4.585732031E1,4.097252488E-1,1.003923655E0,6.357784271E-1
4.586232031E1,2.693331838E-1,9.834091663E-1,9.270248413E-1
4.586732031E1,9.400230646E-2,9.731714725E-1,1.231541634E0
4.587232031E1,-5.269372463E-2,9.603827000E-1,1.496432304E0
4.587732031E1,-1.481178999E-1,9.451959133E-1,1.655234337E0
4.588232031E1,-1.892042160E-1,9.533109665E-1,1.712217331E0
4.588732031E1,-2.212176919E-1,9.801692963E-1,1.718836784E0
4.589232031E1,-2.528478503E-1,1.048961401E0,1.700798035E0
4.589732031E1,-1.991491318E-1,1.125541925E0,1.598383904E0
4.590232031E1,-1.390302181E-1,1.190572023E0,1.459978104E0
4.590732031E1,-1.570808887E-2,1.378940344E0,1.374859810E0
4.591232031E1,1.048628688E-1,1.594217539E0,1.278305054E0
4.591732031E1,2.571314573E-1,1.714367628E0,1.223834991E0
4.592232031E1,3.298829198E-1,1.832317352E0,1.335087776E0
4.592732031E1,4.079980850E-1,1.934259892E0,1.475319862E0
4.593232031E1,4.459331036E-1,1.970066071E0,1.539401054E0
4.593732031E1,4.878696501E-1,1.934024096E0,1.716219902E0
4.594232031E1,4.649910331E-1,1.896874428E0,1.942044258E0
4.594732031E1,3.253773451E-1,1.856580257E0,2.211948395E0
4.595232031E1,1.832003593E-1,1.761129379E0,2.467116356E0
4.595732031E1,7.711976767E-2,1.576820374E0,2.662947655E0
4.596232031E1,-5.560439825E-2,1.374396324E0,2.878790855E0
4.596732031E1,-2.899349928E-1,1.244563818E0,3.027794838E0
4.597232031E1,-5.205297470E-1,1.162882566E0,3.128065109E0
4.597732031E1,-6.071163416E-1,1.099291801E0,3.202971458E0
4.598232031E1,-5.593508482E-1,1.068818331E0,3.230605125E0
4.598732031E1,-4.460847378E-1,1.074590683E0,3.245837212E0
4.599232031E1,-3.387880921E-1,1.125069141E0,3.182303429E0
4.599732031E1,-1.723982692E-1,1.200120211E0,3.100150108E0
4.600232031E1,1.246592402E-1,1.266586065E0,2.948537827E0
4.600732031E1,4.747644365E-1,1.342375755E0,2.757528305E0
4.601232031E1,8.584432006E-1,1.575467110E0,2.615295410E0
4.601732031E1,1.124250054E0,1.946528673E0,2.485862732E0
4.602232031E1,1.426509142E0,2.199058056E0,2.417368889E0
4.602732031E1,1.745423317E0,2.509273529E0,2.488080025E0
4.603232031E1,2.066504478E0,2.672606945E0,2.567862511E0
4.603732031E1,2.336469650E0,2.758513927E0,2.673284531E0
4.604232031E1,2.628045082E0,2.800692558E0,2.948485374E0
4.604732031E1,2.878735065E0,2.556675434E0,3.222203255E0
4.605232031E1,2.962783575E0,2.124979496E0,3.536742210E0
4.605732031E1,2.847573519E0,1.565106869E0,3.939124107E0
4.606232031E1,2.436588526E0,9.518702030E-1,4.377515793E0
4.606732031E1,1.895835400E0,2.770287991E-1,4.863099098E0
4.607232031E1,1.363364458E0,-4.572107792E-1,5.308027267E0
4.607732031E1,8.562072515E-1,-1.204709768E0,5.595852852E0
4.608232031E1,3.369776309E-1,-1.884353161E0,5.742829323E0
4.608732031E1,-1.742234826E-1,-2.424901724E0,5.779106140E0
4.609232031E1,-6.435505152E-1,-2.858004332E0,5.657206535E0
4.609732031E1,-1.057598829E0,-3.170385838E0,5.323291779E0
4.610232031E1,-1.372585654E0,-3.271205664E0,4.796909332E0
4.610732031E1,-1.508318663E0,-3.314460278E0,4.156624794E0
4.611232031E1,-1.540137529E0,-3.313058853E0,3.353055954E0
4.611732031E1,-1.556440115E0,-3.204768896E0,2.469806671E0
4.612232031E1,-1.644932747E0,-3.015013695E0,1.551490784E0
4.612732031E1,-1.764960766E0,-2.813596725E0,5.564308167E-1
4.613232031E1,-1.830637217E0,-2.646478176E0,-4.272203445E-1
4.613732031E1,-1.837171316E0,-2.473830938E0,-1.363136292E0
4.614232031E1,-1.809423089E0,-2.328550339E0,-2.203360081E0
4.614732031E1,-1.754763603E0,-2.153356075E0,-2.928586483E0
4.615232031E1,-1.631908417E0,-1.978066206E0,-3.571942329E0
4.615732031E1,-1.439622283E0,-1.826407313E0,-4.063831329E0
4.616232031E1,-1.166804790E0,-1.671794176E0,-4.468344688E0
4.616732031E1,-8.765498400E-1,-1.500918865E0,-4.700974941E0
4.617232031E1,-6.249507070E-1,-1.316506386E0,-4.727900982E0
4.617732031E1,-3.983029127E-1,-1.130807877E0,-4.552005291E0
4.618232031E1,-1.976664066E-1,-1.016399145E0,-4.217296124E0
4.618732031E1,1.924163103E-2,-1.021162748E0,-3.780193329E0
4.619232031E1,1.561096907E-1,-1.059178829E0,-3.304513454E0
4.619732031E1,2.100983262E-1,-1.105358124E0,-2.784178257E0
4.620232031E1,2.376534939E-1,-1.153113604E0,-2.236549377E0
4.620732031E1,2.246941328E-1,-1.189234972E0,-1.739335537E0
4.621232031E1,1.748607755E-1,-1.186630249E0,-1.303788662E0
4.621732031E1,1.066908240E-1,-1.162761211E0,-9.223918915E-1
4.622232031E1,5.345618725E-2,-1.103955269E0,-6.109151840E-1
4.622732031E1,2.799481153E-2,-1.005318403E0,-3.844604492E-1
4.623232031E1,5.061411858E-2,-9.196164608E-1,-2.206115723E-1
4.623732031E1,1.082590818E-1,-8.023219109E-1,-1.289062500E-1
4.624232031E1,2.231454253E-1,-6.704354286E-1,-1.069908142E-1
4.624732031E1,3.407850564E-1,-5.522420406E-1,-1.423206329E-1
4.625232031E1,4.363144934E-1,-4.685811996E-1,-2.362709045E-1
4.625732031E1,4.911801219E-1,-3.886749744E-1,-4.256582260E-1
4.626232031E1,4.996299446E-1,-3.441250324E-1,-7.849540710E-1
4.626732031E1,4.624733627E-1,-3.320972919E-1,-1.269855499E0
4.627232031E1,3.921899199E-1,-3.322429657E-1,-1.791150093E0
4.627732031E1,2.482451797E-1,-3.234369755E-1,-2.317375183E0
4.628232031E1,9.984314442E-2,-2.886979580E-1,-2.774491787E0
4.628732031E1,7.393121719E-3,-3.538501263E-1,-3.237786770E0
4.629232031E1,-8.740329742E-2,-3.855414391E-1,-3.635159969E0
4.629732031E1,-2.076509595E-1,-3.626511097E-1,-3.898277283E0
4.630232031E1,-2.239222527E-1,-3.751654625E-1,-4.089760780E0
4.630732031E1,-1.818925142E-1,-3.937575817E-1,-4.156092644E0
4.631232031E1,-1.556590796E-1,-4.304070473E-1,-4.154126644E0
4.631732031E1,-1.704548001E-1,-4.536271095E-1,-4.128855705E0
4.632232031E1,-1.641300321E-1,-4.424538612E-1,-4.012379169E0
4.632732031E1,-9.048759937E-2,-4.641382694E-1,-3.878189564E0
4.633232031E1,1.620370150E-2,-4.826796055E-1,-3.701260567E0
4.633732031E1,7.617634535E-2,-4.777598381E-1,-3.511588097E0
4.634232031E1,1.041329503E-1,-4.502136707E-1,-3.294300556E0
4.634732031E1,1.809793115E-1,-3.971357346E-1,-3.069075584E0
4.635232031E1,1.365380287E-1,-4.072241783E-1,-2.812193394E0
4.635732031E1,1.434994936E-1,-3.936004639E-1,-2.517468929E0
4.636232031E1,1.567819118E-1,-3.731842041E-1,-2.312980175E0
4.636732031E1,1.810982227E-1,-3.886466026E-1,-2.165179729E0
4.637232031E1,1.288899183E-1,-2.998287678E-1,-2.001937866E0
4.637732031E1,1.629257798E-1,-2.595863342E-1,-1.951931477E0
4.638232031E1,1.981190443E-1,-2.249915600E-1,-1.961539745E0
4.638732031E1,9.664046764E-2,-4.557299614E-2,-1.902474880E0
4.639232031E1,3.766465187E-2,1.243495941E-1,-1.898578644E0
4.639732031E1,1.601551771E-1,2.333002090E-1,-1.884544849E0
4.640232031E1,3.110815287E-1,2.832927704E-1,-1.901149750E0
4.640732031E1,2.412220240E-1,4.568033218E-1,-1.786389828E0
4.641232031E1,1.374992132E-1,6.260411739E-1,-1.583603859E0
4.641732031E1,1.336912513E-1,7.062451839E-1,-1.378383636E0
4.642232031E1,2.134861350E-1,7.263376713E-1,-1.138299942E0
4.642732031E1,1.970221400E-1,8.466992378E-1,-7.931671143E-1
4.643232031E1,1.046018004E-1,1.019416809E0,-3.870677948E-1
4.643732031E1,7.739537954E-2,1.148617029E0,2.528190613E-3
4.644232031E1,1.078860760E-1,1.210291386E0,2.645101547E-1
4.644732031E1,1.777470112E-2,1.339084864E0,5.204973221E-1
4.645232031E1,-9.211802483E-2,1.473560572E0,7.381801605E-1
4.645732031E1,-1.792898178E-1,1.581561327E0,8.929195404E-1
4.646232031E1,-2.538546324E-1,1.688507557E0,1.048512459E0
4.646732031E1,-3.533320427E-1,1.824775696E0,1.225767136E0
4.647232031E1,-4.458054304E-1,1.934607029E0,1.329339027E0
4.647732031E1,-4.893347025E-1,2.033482313E0,1.464192390E0
4.648232031E1,-4.643328190E-1,2.118621826E0,1.658211708E0
4.648732031E1,-4.557456970E-1,2.198358297E0,1.887672424E0
4.649232031E1,-4.320592880E-1,2.246868134E0,2.091115952E0
4.649732031E1,-3.990203142E-1,2.262345791E0,2.328279495E0
4.650232031E1,-3.895033598E-1,2.267027855E0,2.587218285E0
4.650732031E1,-4.051632881E-1,2.221433401E0,2.833953857E0
4.651232031E1,-4.233406782E-1,2.137336254E0,2.974720955E0
4.651732031E1,-4.146338701E-1,2.058451414E0,3.127158165E0
4.652232031E1,-3.995435238E-1,1.976612091E0,3.205561638E0
4.652732031E1,-3.992809057E-1,1.933692694E0,3.282536507E0
4.653232031E1,-4.226615429E-1,1.910009146E0,3.376923561E0
4.653732031E1,-4.526489973E-1,1.864107370E0,3.495036125E0
4.654232031E1,-5.500441790E-1,1.816629410E0,3.562469482E0
4.654732031E1,-6.822743416E-1,1.745176315E0,3.553935051E0
4.655232031E1,-8.089404106E-1,1.649392605E0,3.446475029E0
4.655732031E1,-8.942650557E-1,1.571645975E0,3.248793602E0
4.656232031E1,-9.341986179E-1,1.549759626E0,2.960680008E0
4.656732031E1,-9.010963440E-1,1.629046917E0,2.591379166E0
4.657232031E1,-8.234941959E-1,1.742879391E0,2.236724854E0
4.657732031E1,-8.059302568E-1,1.865421772E0,1.961031914E0
4.658232031E1,-8.574880362E-1,1.946998835E0,1.797215462E0
4.658732031E1,-9.631296396E-1,1.962566137E0,1.723596573E0
4.659232031E1,-1.117655516E0,1.952075005E0,1.760604858E0
4.659732031E1,-1.108125448E0,1.889311314E0,1.936439514E0
4.660232031E1,-9.032477140E-1,1.754088163E0,2.227423668E0
4.660732031E1,-6.765515804E-1,1.595112324E0,2.568636894E0
4.661232031E1,-5.550205708E-1,1.465949774E0,2.964456558E0
4.661732031E1,-5.871094465E-1,1.239107370E0,3.338833809E0
4.662232031E1,-6.158132553E-1,9.070410728E-1,3.804644585E0
4.662732031E1,-8.035380840E-1,4.792299271E-1,4.190710068E0
4.663232031E1,-1.054425716E0,1.837944984E-2,4.456512451E0
4.663732031E1,-1.211029172E0,-4.608666897E-1,4.581818581E0
4.664232031E1,-1.283212423E0,-9.577031136E-1,4.530011177E0
4.664732031E1,-1.308814287E0,-1.388992310E0,4.353626251E0
